Date,Open,High,Low,Close,Volume
4/10/2018 16:00:00,19.93,20.47,19.58,20.31,11024259
4/11/2018 16:00:00,20.05,20.6,19.98,20.06,7482945
4/12/2018 16:00:00,20.15,20.26,19.58,19.61,7608769
4/13/2018 16:00:00,20.24,20.26,19.73,20.02,7327223
4/16/2018 16:00:00,19.93,19.98,19.27,19.41,6338488
4/17/2018 16:00:00,19.26,19.48,18.83,19.18,7000023
4/18/2018 16:00:00,19.41,20.02,19.21,19.56,6557700
4/19/2018 16:00:00,19.41,20.07,19.24,20.01,6090599
4/20/2018 16:00:00,19.68,20,19.32,19.35,5627928
4/23/2018 16:00:00,19.42,19.44,18.82,18.89,4893378
4/24/2018 16:00:00,19,19.14,18.56,18.9,5685308
4/25/2018 16:00:00,18.9,19.01,18.48,18.71,4013574
4/26/2018 16:00:00,18.58,19.05,18.43,19.03,4356013
4/27/2018 16:00:00,19.02,19.63,18.92,19.61,4364626
4/30/2018 16:00:00,19.57,19.92,19.5,19.59,4228172
5/1/2018 16:00:00,19.57,20.05,19.55,19.99,4625603
5/2/2018 16:00:00,19.9,20.46,19.85,20.08,8970370
5/3/2018 16:00:00,18.59,19.2,18.35,18.96,17352130
5/4/2018 16:00:00,18.87,19.79,18.63,19.61,8569354
5/7/2018 16:00:00,19.83,20.4,19.68,20.18,8678224
5/8/2018 16:00:00,20.05,20.52,19.93,20.13,5930000
5/9/2018 16:00:00,20.03,20.47,20,20.46,5727365
5/10/2018 16:00:00,20.5,20.87,20.27,20.33,5651561
5/11/2018 16:00:00,20.51,20.59,19.94,20.07,4679649
5/14/2018 16:00:00,20.22,20.33,19.44,19.46,7286804
5/15/2018 16:00:00,19,19.13,18.7,18.95,9519173
5/16/2018 16:00:00,18.92,19.25,18.77,19.1,5674019
5/17/2018 16:00:00,19.06,19.28,18.93,18.97,4420612
5/18/2018 16:00:00,19.06,19.28,18.93,18.97,27062
5/21/2018 16:00:00,18.76,19.43,18.75,18.97,9182571
5/22/2018 16:00:00,19.18,19.2,18.23,18.33,8945756
5/23/2018 16:00:00,18.52,18.66,18.27,18.6,5985053
5/24/2018 16:00:00,18.56,18.74,18.33,18.52,4176708
5/25/2018 16:00:00,18.51,18.64,18.37,18.59,3875082
5/29/2018 16:00:00,18.57,19.1,18.41,18.92,5666640
5/30/2018 16:00:00,18.89,19.67,18.77,19.45,7489686
5/31/2018 16:00:00,19.15,19.36,18.86,18.98,5919721
6/1/2018 16:00:00,19.06,19.46,18.92,19.45,5424386
6/4/2018 16:00:00,19.62,19.93,19.57,19.78,4797810
6/5/2018 16:00:00,19.85,19.85,19.12,19.41,5995157
6/6/2018 16:00:00,20.03,21.48,19.83,21.3,18767269
6/7/2018 16:00:00,21.08,22,20.91,21.07,14345271
6/8/2018 16:00:00,21.27,21.63,21.14,21.18,8205202
6/11/2018 16:00:00,21.5,22.31,21.5,22.14,13183473
6/12/2018 16:00:00,22.98,23.66,22.53,22.85,22347403
6/13/2018 16:00:00,23.11,23.15,22.65,22.99,9469804
6/14/2018 16:00:00,23.18,23.92,23.11,23.85,10981023
6/15/2018 16:00:00,23.59,24.31,23.42,23.88,10848254
6/18/2018 16:00:00,23.69,24.92,23.63,24.72,12073226
6/19/2018 16:00:00,24.34,24.67,23.08,23.5,12761903
6/20/2018 16:00:00,23.87,24.29,23.47,24.15,8383656
6/21/2018 16:00:00,24.13,24.41,23.08,23.17,7967145
6/22/2018 16:00:00,23.44,23.48,22.13,22.24,10266059
6/25/2018 16:00:00,22.01,22.56,21.83,22.2,6931304
6/26/2018 16:00:00,22.4,22.9,21.72,22.8,7452487
6/27/2018 16:00:00,23,23.39,22.63,22.97,8333727
6/28/2018 16:00:00,23.24,23.8,23.07,23.33,8398005
6/29/2018 16:00:00,23.56,23.59,22.83,22.86,6492396
7/2/2018 16:00:00,24,24.32,21.99,22.34,18759765
7/3/2018 13:00:00,22.12,22.17,20.65,20.72,12282638
7/5/2018 16:00:00,20.92,20.96,19.75,20.61,17476374
7/6/2018 16:00:00,20.33,20.8,20.13,20.59,8865451
7/9/2018 16:00:00,20.8,21.23,20.53,21.23,7596753
7/10/2018 16:00:00,21.64,21.85,21.28,21.5,9471498
7/11/2018 16:00:00,21.05,21.46,21,21.26,4884076
7/12/2018 16:00:00,21.43,21.55,20.85,21.11,5721166
7/13/2018 16:00:00,21.04,21.31,20.62,21.26,5875770
7/16/2018 16:00:00,20.78,21.01,20.42,20.67,7818655
7/17/2018 16:00:00,20.59,21.65,20.57,21.51,6996232
7/18/2018 16:00:00,21.67,21.7,21.08,21.59,5624211
7/19/2018 16:00:00,21.09,21.57,20.93,21.35,5915345
7/20/2018 16:00:00,21.42,21.55,20.78,20.91,5166547
7/23/2018 16:00:00,20.12,20.37,19.52,20.21,10992947
7/24/2018 16:00:00,20.29,20.51,19.5,19.83,9590784
7/25/2018 16:00:00,19.78,20.64,19.63,20.58,7094180
7/26/2018 16:00:00,20.32,20.71,20.24,20.44,4630522
7/27/2018 16:00:00,20.48,20.51,19.69,19.81,5703326
7/30/2018 16:00:00,19.73,19.74,19.08,19.34,6814072
7/31/2018 16:00:00,19.48,19.89,19.27,19.88,5076916
8/1/2018 16:00:00,19.87,20.2,19.53,20.06,10129430
8/2/2018 16:00:00,21.9,23.33,21.54,23.3,23214962
8/3/2018 16:00:00,23.19,23.67,22.84,23.21,13656486
8/6/2018 16:00:00,23.03,23.67,22.79,22.8,8564331
8/7/2018 16:00:00,22.92,25.83,22.61,25.3,30875768
8/8/2018 16:00:00,24.61,25.51,24.47,24.69,24571163
8/9/2018 16:00:00,24.37,24.47,23.05,23.5,17183811
8/10/2018 16:00:00,23.6,24,23.07,23.7,11552044
8/13/2018 16:00:00,24.08,24.21,23.27,23.76,10463881
8/14/2018 16:00:00,23.9,23.95,23.14,23.18,6986427
8/15/2018 16:00:00,22.79,22.97,22.14,22.58,9101258
8/16/2018 16:00:00,22.66,22.82,22.25,22.36,6064033
8/17/2018 16:00:00,21.57,21.78,20.24,20.37,18958612
8/20/2018 16:00:00,19.45,20.57,19.21,20.56,17402335
8/21/2018 16:00:00,20.71,21.65,20.6,21.46,13172230
8/22/2018 16:00:00,21.39,21.59,20.98,21.44,5945955
8/23/2018 16:00:00,21.28,21.82,21.21,21.34,5147286
8/24/2018 16:00:00,21.38,21.59,21.29,21.52,3602564
8/27/2018 16:00:00,21.2,21.5,20.59,21.28,13079288
8/28/2018 16:00:00,21.23,21.26,20.75,20.79,7649091
8/29/2018 16:00:00,20.68,20.79,20.25,20.33,7447392
8/30/2018 16:00:00,20.15,20.31,19.85,20.21,7216706
8/31/2018 16:00:00,20.13,20.35,19.91,20.11,5375104
9/4/2018 16:00:00,19.8,19.88,19.2,19.26,8350469
9/5/2018 16:00:00,19,19.12,18.48,18.72,7720821
9/6/2018 16:00:00,18.99,19.41,18.59,18.73,7480760
9/7/2018 16:00:00,17.34,17.89,16.82,17.55,22491931
9/10/2018 16:00:00,18.22,19.07,18.07,19.03,14283528
9/11/2018 16:00:00,18.63,18.8,18.24,18.63,9169989
9/12/2018 16:00:00,18.76,19.5,18.58,19.37,10015427
9/13/2018 16:00:00,19.2,19.67,19.01,19.3,6340336
9/14/2018 16:00:00,19.25,19.82,19.1,19.68,6765612
9/17/2018 16:00:00,19.34,20.06,19.21,19.66,6887577
9/18/2018 16:00:00,19.78,20.18,18.37,19,16547522
9/19/2018 16:00:00,18.7,20,18.7,19.93,8294917
9/20/2018 16:00:00,20.24,20.4,19.56,19.89,7349422
9/21/2018 16:00:00,19.85,20.04,19.69,19.94,5050478
9/24/2018 16:00:00,19.9,20.2,19.57,19.98,4842961
9/25/2018 16:00:00,20,20.31,19.77,20.07,4481729
9/26/2018 16:00:00,20.13,20.93,20.07,20.64,7843216
9/27/2018 16:00:00,20.86,21,20.46,20.5,8509084
9/28/2018 16:00:00,18.02,18.53,17.37,17.65,33649694
10/1/2018 16:00:00,20.38,20.76,20.07,20.71,21777597
10/2/2018 16:00:00,20.93,21.12,19.94,20.07,11743511
10/3/2018 16:00:00,20.22,20.31,19.44,19.65,7994988
10/4/2018 16:00:00,19.6,19.6,18.51,18.79,9814212
10/5/2018 16:00:00,18.31,18.33,17.33,17.46,17944537
10/8/2018 16:00:00,17.63,17.85,16.6,16.7,13472653
10/9/2018 16:00:00,17.02,17.78,16.89,17.52,12060574
10/10/2018 16:00:00,17.64,17.7,16.52,17.13,12815278
10/11/2018 16:00:00,17.17,17.48,16.6,16.82,8167738
10/12/2018 16:00:00,17.4,17.47,16.8,17.25,7201404
10/15/2018 16:00:00,17.27,17.55,16.97,17.31,6199965
10/16/2018 16:00:00,17.71,18.49,17.48,18.44,9526401
10/17/2018 16:00:00,18.83,18.85,17.72,18.12,8655542
10/18/2018 16:00:00,17.95,18.07,17.53,17.59,5421184
10/19/2018 16:00:00,17.83,17.98,16.9,17.33,9375549
10/22/2018 16:00:00,17.38,17.46,16.84,17.4,5600260
10/23/2018 16:00:00,17.59,19.86,17.47,19.61,19027753
10/24/2018 16:00:00,20.07,20.3,19.05,19.23,20058258
10/25/2018 16:00:00,21.15,21.4,20.07,20.99,20840724
10/26/2018 16:00:00,20.55,22.66,20.44,22.06,27425520
10/29/2018 16:00:00,22.5,23.14,21.77,22.32,14486027
10/30/2018 16:00:00,21.89,22.53,21.48,21.99,9126704
10/31/2018 16:00:00,22.17,22.8,21.94,22.49,7624348
11/1/2018 16:00:00,22.55,23.19,22.32,22.95,8000132
11/2/2018 16:00:00,22.92,23.28,22.73,23.09,7807971
11/5/2018 16:00:00,22.7,22.93,22.01,22.76,7831048
11/6/2018 16:00:00,22.6,23.25,22.41,22.74,6762889
11/7/2018 16:00:00,22.89,23.41,22.72,23.21,7374522
11/8/2018 16:00:00,23.23,23.84,23.23,23.43,7090674
11/9/2018 16:00:00,23.27,23.6,23.02,23.37,5098846
11/12/2018 16:00:00,23.22,23.32,22.02,22.09,6941523
11/13/2018 16:00:00,22.21,22.98,22.15,22.58,5448597
11/14/2018 16:00:00,22.85,23.14,22.48,22.93,5040287
11/15/2018 16:00:00,22.82,23.24,22.6,23.23,4625719
11/16/2018 16:00:00,23.01,23.71,23.01,23.62,7206191
11/19/2018 16:00:00,23.76,24.45,23.53,23.56,9708871
11/20/2018 16:00:00,22.78,23.32,22.24,23.17,8004709
11/21/2018 16:00:00,23.47,23.54,22.49,22.55,4686808
11/23/2018 13:00:00,22.29,22.5,21.7,21.72,4202642
11/26/2018 16:00:00,21.67,23.08,21.67,23.07,7992141
11/27/2018 16:00:00,22.67,23.13,22.37,22.93,6358300
11/28/2018 16:00:00,23.07,23.22,22.81,23.19,4127578
11/29/2018 16:00:00,23.13,23.17,22.64,22.74,3080724
11/30/2018 16:00:00,22.79,23.44,22.55,23.37,5628895
12/3/2018 16:00:00,24,24.4,23.47,23.9,8306511
12/4/2018 16:00:00,23.74,24.58,23.47,23.98,8461945
12/6/2018 16:00:00,23.73,24.49,23.38,24.2,7842508
12/7/2018 16:00:00,24.6,25.3,23.84,23.86,11511177
12/10/2018 16:00:00,24,24.4,23.54,24.34,6613455
12/11/2018 16:00:00,24.66,24.81,24.02,24.45,6308769
12/12/2018 16:00:00,24.63,24.79,24.34,24.44,5027048
12/13/2018 16:00:00,24.68,25.16,24.45,25.12,7365854
12/14/2018 16:00:00,25,25.19,24.29,24.38,6337555
12/17/2018 16:00:00,24.13,24.38,22.93,23.23,7674008
12/18/2018 16:00:00,23.37,23.44,22.25,22.47,7099999
12/19/2018 16:00:00,22.51,23.13,21.98,22.2,8274181
12/20/2018 16:00:00,21.8,22.02,20.79,21.03,9071858
12/21/2018 16:00:00,21.16,21.56,20.83,21.32,8016801
12/24/2018 13:00:00,20.9,20.97,19.68,19.69,5559913
12/26/2018 16:00:00,20,21.8,19.61,21.74,8163138
12/27/2018 16:00:00,21.32,21.48,20.1,21.08,8575133
12/28/2018 16:00:00,21.54,22.42,21.23,22.26,9938992
12/31/2018 16:00:00,22.52,22.61,21.68,22.19,6302338
1/2/2019 16:00:00,20.41,21.01,19.92,20.67,11658648
1/3/2019 16:00:00,20.47,20.63,19.83,20.02,6965184
1/4/2019 16:00:00,20.4,21.2,20.18,21.18,7394116
1/7/2019 16:00:00,21.45,22.45,21.18,22.33,7551225
1/8/2019 16:00:00,22.8,22.93,21.8,22.36,7008516
1/9/2019 16:00:00,22.37,22.9,22.1,22.57,5432945
1/10/2019 16:00:00,22.29,23.03,22.12,23,6056354
1/11/2019 16:00:00,22.81,23.23,22.58,23.15,5039052
1/14/2019 16:00:00,22.83,22.83,22.27,22.29,5247284
1/15/2019 16:00:00,22.33,23.25,22.3,22.96,6056590
1/16/2019 16:00:00,22.99,23.47,22.9,23.07,4691739
1/17/2019 16:00:00,23.08,23.43,22.94,23.15,3676733
1/18/2019 16:00:00,21.53,21.81,19.98,20.15,24150763
1/22/2019 16:00:00,20.32,20.53,19.7,19.93,12066741
1/23/2019 16:00:00,19.5,19.63,18.78,19.17,12529993
1/24/2019 16:00:00,18.87,19.58,18.62,19.43,8012155
1/25/2019 16:00:00,19.63,19.9,19.3,19.8,7258078
1/28/2019 16:00:00,19.53,19.83,19.18,19.76,6423279
1/29/2019 16:00:00,19.68,19.9,19.45,19.83,4621692
1/30/2019 16:00:00,20.03,20.6,19.9,20.58,11250318
1/31/2019 16:00:00,20.07,20.77,19.6,20.47,12569245
2/1/2019 16:00:00,20.36,21.07,20.23,20.81,7283441
2/4/2019 16:00:00,20.87,21.02,20.13,20.86,7352082
2/5/2019 16:00:00,20.83,21.5,20.82,21.42,6742765
2/6/2019 16:00:00,21.31,21.62,21.04,21.15,5038546
2/7/2019 16:00:00,20.89,20.98,20.2,20.5,6520611
2/8/2019 16:00:00,20.46,20.5,19.9,20.39,5844212
2/11/2019 16:00:00,20.77,21.24,20.7,20.86,7129713
2/12/2019 16:00:00,21.08,21.21,20.64,20.79,5517570
2/13/2019 16:00:00,20.82,20.85,20.37,20.54,5141617
2/14/2019 16:00:00,20.23,20.45,20.07,20.25,5200832
2/15/2019 16:00:00,20.3,20.53,20.26,20.53,3904947
2/19/2019 16:00:00,20.44,20.77,20.36,20.38,4168443
2/20/2019 16:00:00,20.29,20.42,19.93,20.17,7142117
2/21/2019 16:00:00,20.12,20.22,19.37,19.42,8909182
2/22/2019 16:00:00,19.63,19.77,19.47,19.65,5740558
2/25/2019 16:00:00,19.86,20.19,19.8,19.92,6626522
2/26/2019 16:00:00,19.48,20.13,19.25,19.86,8582535
2/27/2019 16:00:00,20.12,21.09,20.04,20.98,11183908
2/28/2019 16:00:00,21.26,21.33,20.72,21.33,10520653
3/1/2019 16:00:00,20.46,20.48,19.46,19.65,22911375
3/4/2019 16:00:00,19.87,19.93,18.85,19.02,17096818
3/5/2019 16:00:00,18.8,18.93,18.01,18.44,18764740
3/6/2019 16:00:00,18.43,18.77,18.29,18.42,10335485
3/7/2019 16:00:00,18.59,18.98,18.28,18.44,9442483
3/8/2019 16:00:00,18.46,19.04,18.39,18.94,8819625
3/11/2019 16:00:00,18.9,19.42,18.7,19.39,7392278
3/12/2019 16:00:00,19.1,19.2,18.74,18.89,7504137
3/13/2019 16:00:00,18.93,19.47,18.85,19.26,6844719
3/14/2019 16:00:00,19.5,19.69,19.22,19.33,7103447
3/15/2019 16:00:00,18.9,18.91,18.29,18.36,14785531
3/18/2019 16:00:00,18.4,18.54,17.82,17.97,10280980
3/19/2019 16:00:00,17.83,18.22,17.56,17.83,11800630
3/20/2019 16:00:00,17.98,18.33,17.75,18.24,6908224
3/21/2019 16:00:00,18.17,18.43,17.9,18.27,5947098
3/22/2019 16:00:00,18.17,18.19,17.6,17.64,8745609
3/25/2019 16:00:00,17.31,17.55,16.96,17.36,10215029
3/26/2019 16:00:00,17.63,18.02,17.63,17.85,7350948
3/27/2019 16:00:00,17.92,18.36,17.88,18.32,8779166
3/28/2019 16:00:00,18.48,18.69,18.34,18.57,6774093
3/29/2019 16:00:00,18.58,18.68,18.3,18.66,5991338
4/1/2019 16:00:00,18.84,19.28,18.75,19.28,8110439
4/2/2019 16:00:00,19.22,19.3,18.93,19.06,5478940
4/3/2019 16:00:00,19.15,19.74,19.14,19.45,7929864
4/4/2019 16:00:00,17.46,18.08,17.37,17.85,23720729
4/5/2019 16:00:00,17.99,18.41,17.74,18.33,13038257
4/8/2019 16:00:00,18.51,18.74,18.03,18.21,10410436
4/9/2019 16:00:00,18.11,18.33,17.97,18.15,5904031
4/10/2019 16:00:00,18.45,18.56,18.19,18.4,7061314
4/11/2019 16:00:00,17.89,18.03,17.71,17.89,9835927
4/12/2019 16:00:00,18.01,18.13,17.79,17.85,6745974
4/15/2019 16:00:00,17.91,17.93,17.24,17.76,10038579
4/16/2019 16:00:00,17.72,18.33,17.65,18.22,7272930
4/17/2019 16:00:00,18.32,18.32,17.9,18.08,5126468
4/18/2019 16:00:00,18.08,18.32,17.98,18.22,5876325
4/22/2019 16:00:00,17.93,17.98,17.5,17.52,12147141
4/23/2019 16:00:00,17.34,17.71,17.05,17.59,10943859
4/24/2019 16:00:00,17.59,17.69,17.2,17.24,10727454
4/25/2019 16:00:00,17,17.27,16.4,16.51,21849393
4/26/2019 16:00:00,16.43,16.45,15.41,15.68,22360709
4/29/2019 16:00:00,15.72,16.27,15.48,16.1,16714476
4/30/2019 16:00:00,16.14,16.28,15.8,15.91,9464628
5/1/2019 16:00:00,15.92,16,15.43,15.6,10704354
5/2/2019 16:00:00,16.37,16.48,15.85,16.27,18159339
5/3/2019 16:00:00,16.26,17.11,16.23,17,23706771
5/6/2019 16:00:00,16.67,17.22,16.57,17.02,10833943
5/7/2019 16:00:00,17.12,17.15,16.34,16.47,10131408
5/8/2019 16:00:00,16.46,16.71,16.28,16.32,6176440
5/9/2019 16:00:00,16.13,16.25,15.8,16.13,6711382
5/10/2019 16:00:00,15.98,16.13,15.73,15.97,7008336
5/13/2019 16:00:00,15.47,15.5,14.97,15.13,10834796
5/14/2019 16:00:00,15.29,15.63,15.2,15.49,7252412
5/15/2019 16:00:00,15.29,15.5,15.02,15.46,7295976
5/16/2019 16:00:00,15.3,15.4,15.1,15.22,7483273
5/17/2019 16:00:00,14.8,14.82,13.93,14.07,17786666
5/20/2019 16:00:00,13.52,13.73,13.02,13.69,20526195
5/21/2019 16:00:00,13.18,13.83,13.07,13.67,18003899
5/22/2019 16:00:00,13.27,13.6,12.79,12.85,18685187
5/23/2019 16:00:00,12.96,13.3,12.41,13.03,26547142
5/24/2019 16:00:00,13.32,13.33,12.58,12.71,14136572
5/28/2019 16:00:00,12.75,13,12.52,12.58,10312901
5/29/2019 16:00:00,12.47,12.83,12.34,12.66,11968638
5/30/2019 16:00:00,12.58,12.82,12.47,12.55,7926475
5/31/2019 16:00:00,12.34,12.66,12.27,12.34,10406732
6/3/2019 16:00:00,12.37,12.45,11.8,11.93,13064410
6/4/2019 16:00:00,12.07,12.93,11.97,12.91,13807522
6/5/2019 16:00:00,13.25,13.42,12.79,13.11,13510756
6/6/2019 16:00:00,13.63,14.07,13.45,13.73,20242151
6/7/2019 16:00:00,13.67,14.06,13.57,13.63,16003527
6/10/2019 16:00:00,14.02,14.46,13.93,14.19,10585039
6/11/2019 16:00:00,14.61,14.73,14.23,14.47,11653537
6/12/2019 16:00:00,14.86,14.89,13.93,13.95,15197544
6/13/2019 16:00:00,14.03,14.33,13.83,14.26,8168260
6/14/2019 16:00:00,14.08,14.44,14.03,14.33,7433402
6/17/2019 16:00:00,14.37,15.13,14.28,15,12316803
6/18/2019 16:00:00,15.25,15.65,14.84,14.98,12715788
6/19/2019 16:00:00,15.01,15.18,14.74,15.1,6575135
6/20/2019 16:00:00,14.87,15.13,14.42,14.64,11863462
6/21/2019 16:00:00,14.41,14.81,14.37,14.79,8202078
6/24/2019 16:00:00,14.88,15.06,14.73,14.91,5750771
6/25/2019 16:00:00,14.96,15.02,14.63,14.65,6182071
6/26/2019 16:00:00,14.69,15.15,14.54,14.62,8507208
6/27/2019 16:00:00,14.63,14.86,14.49,14.86,6339710
6/28/2019 16:00:00,14.73,15.01,14.72,14.9,6851384
7/1/2019 16:00:00,15.35,15.54,15.09,15.14,8237964
7/2/2019 16:00:00,15.26,15.28,14.81,14.97,9259027
7/3/2019 13:00:00,15.96,16.1,15.63,15.66,14201148
7/5/2019 16:00:00,15.64,15.7,15.39,15.54,7065738
7/8/2019 16:00:00,15.42,15.48,15.24,15.36,5880542
7/9/2019 16:00:00,15.26,15.4,15.15,15.34,6190835
7/10/2019 16:00:00,15.61,15.93,15.54,15.93,9145736
7/11/2019 16:00:00,15.88,16.1,15.72,15.91,7514430
7/12/2019 16:00:00,15.98,16.36,15.98,16.34,9200521
7/15/2019 16:00:00,16.53,16.96,16.32,16.9,11000092
7/16/2019 16:00:00,16.62,16.9,16.53,16.83,8148989
7/17/2019 16:00:00,17.04,17.22,16.89,16.99,9764727
7/18/2019 16:00:00,17,17.05,16.79,16.9,4764483
7/19/2019 16:00:00,17.05,17.33,16.97,17.21,7048410
7/22/2019 16:00:00,17.25,17.48,16.95,17.05,6846273
7/23/2019 16:00:00,17.11,17.37,16.97,17.34,5023121
7/24/2019 16:00:00,17.28,17.74,17.21,17.66,11072835
7/25/2019 16:00:00,15.57,15.63,15.04,15.25,22418252
7/26/2019 16:00:00,15.13,15.35,14.82,15.2,10027697
7/29/2019 16:00:00,15.14,15.73,15.07,15.72,9273331
7/30/2019 16:00:00,15.53,16.22,15.48,16.15,8109014
7/31/2019 16:00:00,16.2,16.45,15.78,16.11,9178208
8/1/2019 16:00:00,16.18,16.3,15.45,15.59,8259516
8/2/2019 16:00:00,15.42,15.75,15.28,15.62,6136481
8/5/2019 16:00:00,15.31,15.42,15.05,15.22,7028279
8/6/2019 16:00:00,15.46,15.5,15.05,15.38,5564200
8/7/2019 16:00:00,15.1,15.57,15.05,15.56,4776500
8/8/2019 16:00:00,15.63,15.99,15.51,15.89,5274349
8/9/2019 16:00:00,15.74,15.93,15.59,15.67,3898244
8/12/2019 16:00:00,15.53,15.72,15.25,15.27,4663937
8/13/2019 16:00:00,15.25,15.73,15.17,15.67,4868998
8/14/2019 16:00:00,15.41,15.43,14.45,14.64,9562591
8/15/2019 16:00:00,14.72,14.77,14.1,14.38,8231952
8/16/2019 16:00:00,14.44,14.82,14.4,14.66,5207376
8/19/2019 16:00:00,14.95,15.19,14.78,15.12,5311748
8/20/2019 16:00:00,15.17,15.27,14.97,15.06,4170527
8/21/2019 16:00:00,14.8,14.88,14.51,14.72,7799744
8/22/2019 16:00:00,14.85,15.03,14.55,14.81,6564964
8/23/2019 16:00:00,14.66,14.74,14.07,14.09,8559704
8/26/2019 16:00:00,14.24,14.33,14.1,14.33,5054414
8/27/2019 16:00:00,14.38,14.59,14.14,14.27,5420727
8/28/2019 16:00:00,14.25,14.48,14.15,14.37,3238625
8/29/2019 16:00:00,14.6,14.89,14.53,14.78,5183104
8/30/2019 16:00:00,15.28,15.5,14.95,15.04,9327775
9/3/2019 16:00:00,14.94,15.26,14.88,15,5360546
9/4/2019 16:00:00,15.13,15.23,14.61,14.71,5768696
9/5/2019 16:00:00,14.83,15.32,14.72,15.31,7403322
9/6/2019 16:00:00,15.15,15.31,15.01,15.16,4189372
9/9/2019 16:00:00,15.33,15.58,15.28,15.45,4802669
9/10/2019 16:00:00,15.39,15.7,15.26,15.7,4883714
9/11/2019 16:00:00,15.83,16.54,15.73,16.47,10042777
9/12/2019 16:00:00,16.51,16.9,16.29,16.39,8581210
9/13/2019 16:00:00,16.46,16.56,16.32,16.35,5313145
9/16/2019 16:00:00,16.4,16.5,16.08,16.19,4728096
9/17/2019 16:00:00,16.16,16.37,16.02,16.32,3946909
9/18/2019 16:00:00,16.33,16.54,16.16,16.23,4228103
9/19/2019 16:00:00,16.4,16.53,16.32,16.44,4883135
9/20/2019 16:00:00,16.43,16.46,15.88,16.04,6506264
9/23/2019 16:00:00,16,16.35,15.95,16.08,4391630
9/24/2019 16:00:00,16.1,16.13,14.84,14.88,12941112
9/25/2019 16:00:00,14.97,15.27,14.56,15.25,9444286
9/26/2019 16:00:00,15.38,16.22,15.16,16.17,12078785
9/27/2019 16:00:00,16.15,16.58,15.92,16.14,11123179
9/30/2019 16:00:00,16.2,16.27,15.74,16.06,5946161
10/1/2019 16:00:00,16.1,16.4,15.94,16.31,6196290
10/2/2019 16:00:00,16.22,16.31,15.96,16.21,6256548
10/3/2019 16:00:00,15.46,15.63,14.95,15.54,15137763
10/4/2019 16:00:00,15.44,15.65,15.2,15.43,8021180
10/7/2019 16:00:00,15.32,15.9,15.24,15.85,8086957
10/8/2019 16:00:00,15.72,16.26,15.63,16,8702338
10/9/2019 16:00:00,16.09,16.49,16.04,16.3,6935033
10/10/2019 16:00:00,16.35,16.62,16.11,16.32,6313417
10/11/2019 16:00:00,16.48,16.74,16.45,16.53,8488159
10/14/2019 16:00:00,16.53,17.24,16.48,17.13,10226863
10/15/2019 16:00:00,17.18,17.33,16.94,17.19,6479456
10/16/2019 16:00:00,17.16,17.47,17.13,17.32,6704303
10/17/2019 16:00:00,17.5,17.65,17.34,17.46,4779043
10/18/2019 16:00:00,17.38,17.52,17.01,17.13,5753666
10/21/2019 16:00:00,17.22,17.3,16.68,16.9,5108101
10/22/2019 16:00:00,16.95,17.22,16.72,17.04,4625095
10/23/2019 16:00:00,16.97,17.08,16.76,16.98,11216182
10/24/2019 16:00:00,19.89,20.33,19.28,19.98,29819231
10/25/2019 16:00:00,19.85,22,19.74,21.88,30006091
10/28/2019 16:00:00,21.84,22.72,21.51,21.85,18870286
10/29/2019 16:00:00,21.33,21.62,20.98,21.08,12684267
10/30/2019 16:00:00,20.87,21.25,20.66,21,9641810
10/31/2019 16:00:00,20.87,21.27,20.87,20.99,5066956
11/1/2019 16:00:00,21.09,21.1,20.65,20.89,6383929
11/4/2019 16:00:00,20.99,21.46,20.62,21.16,8787040
11/5/2019 16:00:00,21.31,21.57,21.07,21.15,6943417
11/6/2019 16:00:00,21.2,21.78,20.97,21.77,7940932
11/7/2019 16:00:00,21.94,22.77,21.87,22.37,14467348
11/8/2019 16:00:00,22.3,22.5,22.17,22.48,6074221
11/11/2019 16:00:00,22.93,23.28,22.8,23.01,9993689
11/12/2019 16:00:00,23.13,23.36,22.94,23.33,7359383
11/13/2019 16:00:00,23.67,23.76,23.01,23.07,8467863
11/14/2019 16:00:00,23.07,23.59,22.86,23.29,6471703
11/15/2019 16:00:00,23.38,23.52,23.22,23.48,4812563
11/18/2019 16:00:00,23.53,23.54,23.07,23.33,4408505
11/19/2019 16:00:00,23.45,24,23.19,23.97,7736078
11/20/2019 16:00:00,24,24.08,23.3,23.48,6733965
11/21/2019 16:00:00,23.63,24.06,23.6,23.66,6110013
11/22/2019 16:00:00,22.68,22.73,22,22.2,16870642
11/25/2019 16:00:00,22.95,22.97,22.3,22.42,12345765
11/26/2019 16:00:00,22.35,22.37,21.81,21.93,7956239
11/27/2019 16:00:00,22.07,22.26,21.9,22.09,5563459
11/29/2019 13:00:00,22.07,22.08,21.83,22,2465629
12/2/2019 16:00:00,21.96,22.43,21.91,22.32,6081986
12/3/2019 16:00:00,22.17,22.53,22.15,22.41,6613476
12/4/2019 16:00:00,22.52,22.52,22.19,22.2,5536255
12/5/2019 16:00:00,22.19,22.29,21.82,22.02,3736976
12/6/2019 16:00:00,22.33,22.59,22.32,22.39,7618937
12/9/2019 16:00:00,22.44,22.96,22.34,22.64,9040217
12/10/2019 16:00:00,22.66,23.38,22.62,23.26,8839951
12/11/2019 16:00:00,23.46,23.81,23.41,23.51,6919162
12/12/2019 16:00:00,23.66,24.18,23.55,23.98,7776211
12/13/2019 16:00:00,24.07,24.35,23.64,23.89,6574281
